review,stars
"Totalmente recomendado, con mayor razón si tu evento es en el Auditorio. No hay necesidad de salir, hay restaurantes, la entrada al evento, Liverpool, etc. La habitación fue entregada super rápido. Cuartos limpios y muy bonitos.",50
Me encantó.  Muy agusto y todos amables. Solo la cuestión del baño no es muy comoda. Casi no hay intimidad! Sobre todo cuando viajas acompañado. De ahí en más... Todo muy bien. El vallet parking es un poco tardado... Pero bien.,50
"La habitación estaba muy comoda y buena vista pero dejo mucho que desear el servicio completo a excepción de recepción. El personal no fue amigable o comfortable al momento de llegada, ademas de que se equivocaron al momento de traerme mi carro en valet parking",30
"Una excelente opcion para viaje de negocios, habitaciones limpias, buenas instalaciones, varias opciones de restaurantes sin tener que salir del complejo. Valet parking incluido aunque seria comodo tambien estacionar el auto tu mismo para no esperar a la intemperie.",50
Muy agradable ambiente callado ideal para descansar o trabajar a pesar de estar en una avenida muy transitada esta diseñado para que los huespedes verdaderamente disfruten de la privacidad que ofrecen sus muy comodas habitaciones.,50
"Es la segunda ocasión que utilizo el hotel por fines de trabajo, las habitaciones son espectaculares particularmente las de esquina (como fue mi caso) pero en esta ocasión había mucho ruido durante el día, la explicación de la administración fue que eran obras en ele edificio ajenas a ellos..... Por la noche el bar y restaurante estaban casi vacíos y sin ambiente. La papelera en el wc estaba suelta (los tornillos habían barrido la tablaroca). Todo es corregible con una buena administración.",30
Es un hotel nuevo. Bien ubicado. Y su personal es educado y muy servicial.  Felicidades.  La camarera que nos tocó en el Piso 14 de Fiesta Rewards fue muy linda y atenta.  Todo estuvo increíble.  Volvería a hospedarme sin pensarlo.,50
"El Hotel esta muy bien ubicado, muy funcional, muy limpio y personal muy amable, solo una observación la habitación tenia una vista muy bonita, pero la mía a estaba muy pequeña y las camas igual muy pequeñas y por ese motivo muy incomodas si duermen dos.",30
"Las mejores vistas panorámicas de Monterrey desde cualquiera de sus habitaciones, un servicio, atención e instalaciones de excelencia, un restaurante en su piso 16 que es una gran experiencia culinaria... es una experiencia inolvidable hospedarse en este hotel (palabras de mi hijo de 16 años que me acompañó)",50
"El hotel está padre, la atención de check in excelente, sólo en el caso del cuarto la regadera sale poca agua y se hace charco es muy desagradable. En el restaurante la atención bien sólo que pedí un cabrito el cual me dieron un poco crudo y como en salsa roja, otras veces que lo he pedido lo dan asado y con mejor sabor, por cierto un poco caro... la habitación fue la 1504 es la que siempre pido. Saludos",30
Servicio muy bueno y personal atento. las habitaciones en buen estado y confortables. Muy buena ubicacion del hotel cerca del centro de Monterrey y con muchas opciones para comer por estar junto a Pabellon M.,50
"Muy buen servicio y atención, realmente recomendable para quienes necesitan descansar después de un agitado día de labores o paseos. Solo recomendaría no enviar a una persona todos los días a las 9 de la mañana a chequear las habitaciones, para eso está el sistema.",40
"El personal de recepción y restaurante son muy atentos uno se siente muy bien atendido  Las instalaciones del hotel en general muy buenas un detalle solo en la regadera, pero la habitación limpia y en muy buenas condiciones",50
"Estuve en el piso 15 y desde las 23:30 hrs del dia jueves llame a recepcion para quejarme de la musica, gritos y arrastre de muebles, en total fueron como 5 o 6 veces que llame a recepcion. La musica siguio hasta las 00:15 hrs aproximadamente y las los muebles los siguieron moviendo hasta las 01:00, donde no se si el sueño me vencio o por fin se callaron.  Uno renta una habitacion de un hotel para dormer y descansar, no para sufrir por las fiestas del vecino. Es un business class por lo que la mayaria de los que llegamos vamos por cuestiones de trabajo, despues de un vuelo  que sale en la madrugada y lo que desea es descansar.  Si tienen un evento por favor no renten el piso de abajo, o bien definan el giro de su empresa, hotel o salon de enventos.  Bastante inconforme con el…",30
"Siempre es placentero tener un estadía en donde todo esta bien y solo tiene uno que ocuparse en descansar. Definitivamente la atención, alimentos, instalaciones, vista, todo es fantástico y la ubicación junto con las amenidades que rodean el hotel lo complementan al 100%",50
"La habitación estaba muy limpia, con excepción de que en la regadera había una mariposa de un arete tirado. Llegamos a dormir ahí en la madrugada porque estuvimos en una boda en el Pabellón M y a las 9am marcaron al cuarto para pedirnos nuestra opinión sobre la habitación y le dijimos que estábamos dormidos y volvieron a marcar a las 11 y me molesté mucho ya que eso es por correo o en el check out, no en el momento que vas a descansar.",30
"Buenisimoi hotel , calidez servicio e Instalaciones de primera , recepción rápida y precisa , el personal te atiende muy bien son amables y siempre a tu disposición , la vista es espectacular y buena ubicación",50
"Excelente servicio e instalaciones. Buena ubicación y el buffet de desayuno es rico, el chef prepara huevos al gusto. El personal es muy amable. En temporada de frío en las instalaciones el clima es muy agradable",50
"Todo estuvo excelente durante la estancia, muy limpio y el personal es muy atento en todo momento. El acceso al hotel es sencillo y muy cerca de las principales avenidas o lugares de interés en la ciudad.",50
"Es un hotel excelente muy buena ubicación con buenos restaurantes , front desk con muy buen servicio al cliente , hotel nuevo y moderno. Su restaurante en la terraza tiene una vista espectacular a la ciudad y muy buena su comida. Definitivamente yo regresaría a este hotel",50
excelentes anfitriones atencion maravillosa crearon una MAGIA muy especial para esta NAVIDAD UNA ESTANCIA inolvidable muy agradecidos con sus detalles del Sr ALFREDO Consierge del hotel y todo el personal k tan amablemente te reciben,50
"Visita el lugar tiene una vista impresionante de la ciudad de Monterrey. lugar limpio y tiene una ubicación cercana a restaurantes, centros comerciales, museos  y paseos de la ciudad. se disfruta un paseo en la macroplaza a unos cuantos minutos del hotel",50
"Muy buenas instalaciones, cuarto cuenta con todas las comodidades , excelente vista , muy buena ubicación , amenidades en la plaza una buena opcion para hospedarse . El servicio de recepcion puede mejorar.",40
"La ubicacion del hotel es muy buena y el servicio en general es excelente. El restaurante y el bar ubicado en el piso 16 tiene una hermosa vista, cabe mencionar que la atencion del mesero fue muy buena y las bebidas deliciosas.",50
Excelente ubicación.. Buenos servicios alrededor.. Restaurante sumamente caro. Personal atento tanto en lobby como valet parking. Las habitaciones confortables y con muchos USB chargers para los gases.,40
Como Arquitecta puedo decir que ha sido una Gran experiencia.  Mi esposo y yo hemos compartido y recomendado este hotel ampliamente a familiares y amigos. Las habitaciones extraordinariamente limpias y su vista espectacular.  Se percibe una clara armonía con los detalles del servicio y la habitación. Cada vez que pasemos a Monterrey definitivamente será nuestro hotel.,50
Buena opcion. en el centro de Monterrey con muy bonita vista de las montanas y el centro de la cuidad. El acxeso a constitucion es muy sencillo. Los curators son muy espaciosos y confortables. La vista desde el bar es muy bonita y la atmosfera es agradable,50
Muy caro para los pocos servicios y de mala calidad el restaurante y servicio a habitacion. El staff de servicio a habitacio require de mucho mas capacitacion. La senorita que toma la orden hace muy mal trabajo y nada paciente. Adicionalmente no conoce el menu ya que requiere hablarle a concina a preguntar. TERRIBLE SERVCIO!!!,20
Instalaciones impecables. Habitacion confortable. Buena ubicacion del hotel y muchas tiendas y restaurantes aledaños.  Personal amable y servicial. Las salas de juntas bien equipadas. El check in y check out muy rapido.,50
"Hotel con excelente ubicación, en general hay amabilidad del personal y las instalaciones limpias y confortable. Mi última estancia fue de lo mas placentera y solo recibimos buenos tratos. Tuvimos la oportunidad de desayunar en el restaurante del piso 16 y la vista es un plus.",40
"muy buen concepto, ya me habían platicado de la vista desde la habitaciones y me gusto, a mis hijos les encanto, muy buen trato, lo único lento es el valet parking, pero todo lo demás esta muy bien, lo recomiendo ampliamente",40
"Es el hotel ideal para viajar con tu pareja, amigos o familia. Esta muy bien ubicado, tiene vistas hermosas de la ciudad de monterrey, es muy amplio tanto en las instalaciones generales como en la habitación. La cama y almohadas están muy cómodas. Los alimentos están exquisitos y el restaurante esta hermoso con una vista perfecta de la ciudad.",50
"En general el hotel es muy bueno, y el complejo donde está ubicado está excelente, no tienes necesidad de salir a buscar cosas por qué están a la mano, hay restaurantes, auditorio, cine, tiendas, cafeterías, lo recomiendo ampliamente",50
"Excelente hotel para negocios y vacaciones, esta muy bien ubicado, con una excelente atención de su personal, el restaurante en el piso 16 tiene una vista espectacular, las habitaciones son muy cómodas",50
"Instalaciones muy cómodas y limpias, el personal muy amable y atento a solucionar tus necesidades.  La ubicación es excelente ya que se encuentra en la zona centro de Monterrey.  Por estar dentro de una plaza cuentas con muchas opciones de entretenimiento, alimentos y shoping sin necesidad de salir a la calle.",40
Hotel de lujo ubicado muy cerca del centro sin estar justo en el tráfico. Se comunica con una pequeña plaza que tiene excelentes restaurantes. También se conecta con el Pabellón M que es un centro de eventos.,50
"Puede que los exteriores no sean lo mas lujoso, pero los cuartos, el contenido y agregados como la plaza comercial, el bar y el excelente restaurante en el piso 15 son de lo mejor. Lo mas impresionante la vista, puede ver todo Monterrey.",50
"Muy buena atención, las instalaciones excelentes, estar en pabellón M es una buena opción te permite estar cerca de restaurantes, comercios, etc. Fácil acceso a la zona y cerca de las principales avenidas.",40
"El hotel muy bonito, limpio, moderno. La ubicación está excelente, ahi dentro del pabellon M hay muchos lugares donde comer. La ubicación está excelente para llegar a cualquier parte de monterrey ya que está sobre constitución y de ahi sales a cualquier lugar rapido.",40
Excelente servicio e impecables instalaciones con gran comfort y buengusto. Muy bien ubicado y con excelente trato del personal. Sin duda una opción muy buena para concer MTY y sus alrededores además de un excelente servcio de restaurant.,50
"Es un gran hotel, con muchas amenidades cerca, food court, cines, el auditorio pabellón M, tienda de conveniencia, el servicio es muy bueno y las instalaciones son de gran nivel, es una muy buena opción .",50
"Me asignaron un cuarto en esquina donde tenía dos paredes de vidrio, ese día en monterrey hacia mucho frío, la calefacción nunca funcionó, lo verificaron, me fui a un concierto y al regresar el  cuarto por la madrugada seguía helado!!! Lastima porque el hotel es excelente",30
"No me había dado la oportunidad de escribir por cuestiones de tiempo, pero quiero hacer amplia recomendación para este hotel, debido a su ubicación, al trato de su personal, el lo particular quiero felicitar al Sr Gonzales por el Magnifico equipo que ha logrado, la vista desde el restaurante es espectacular el servicio y la calidad de los alimentos es de lo mejor, las habitaciones muy confortables, cómodas y las atenciones de lo mejor, también quiero felicitar al Sr Alfredo y Ivan de ventas por todas las atenciones, sin duda es un excelente lugar rodeado de restaurantes, un centro de espectáculos y muchas actividades que puedes realizar al redor del hotel",50
"Buen servicio e instalaciones. Ubicación excelente. Cerca de restaurantes .  Además el personal es muy servicial. Y actúan rápido.  Durante mi estancia, no tuve absolutamente ningún problema.  Volveré a quedarme en este hotel en mi próxima visita a Monterrey",40
"Excelente lugar para pasar dias de placer o simplemente una estadia de trabajo. La decoracion de sus instalaciones con un alto grado modernista resulta ser un verdadero viaje placer en donde sus huespedes pueden disfrutar de una increible expresion arquitectonica. Un parrafo aparte merece su desayuno buffet, de primer nivel.",50
"Como viajero de negocios lo único que quieres es descansar después de un largo día. La recepción pésima la velocidad del check-in y el servicio del front desk. Cuando por fin llegue al cuarto, se escuchaban fuertemente taladros y martilleos que pararon hasta las 1:00am. Hable obviamente antes para pedir me cambiarán de cuarto y el front desk no me contesto nunca y no me regresaron la llamada. El hotel bonito porque esta nuevo pero pésima experiencia",10
Excelente hotel. Habitaciones limpias muy amplias y cómodas. Las instalaciones del hotel de primera. Ubicado estratégicamente en el centro de Monterrey. Wifi muy bueno. La comida del restaurant muy buena además de que tiene una vista espectacular de la ciudad (piso 16),50
"Me hospedé el primer fin de semana de Diciembre 2017 y toda la estancia fue maravillosa, el personal muy atento a cualquier necesidad, las habitaciones formidables, la vista de la ciudad (me tocó el piso 8) es formidable, la calidad de los alimentos, la limpieza, las instalaciones, etc etc todo de 10!! lo recomendaría sin problema. Se encuentra ubicado en el centro de MTY a 4 cuadras de la catedral y si vas a un evento al auditorio del pabellón M es la mejor opción.",50
Fuimos a concierto al pabellón así que es muy cómodo quedarte ahí mismo.Solo que nos dieron cuarto contiguo por lo que se escuchó ruido de a un lado todo el tiempo nos despertaron 7am en domingo cuando íbamos a descansar.,40
"Excelente ubicacion en el centro de la ciudad y de facil acceso. Se encuentra dentro de un complejo de usos mixtos con muchos restaurantes de buen nivel,, cine, centro de convenciones y conciertos, terrazas, etc. Instalaciones exlenetes, habitaciones muy amplias y limpias, muy moderno. Amplio estacionamiento con valet parking o con pago por hora. Todo en un mismo lugar.",50
"buena ubicación para los negocios en Monterrey,  buen servicio y buena actitud del personal , el restaurante cuenta con buena comida, las habitaciones son amplias y muy cómodas,  a los alrededores encuentras lo necesario",40
"Muchas gracias, muy buen servicio y muy lindas sus instalaciones en el hotel, agradecida y deliciosa comida.  Fue muy agradable mi estadía en el hotel. Mucho descanso y excelente la comida. Seguro volvería una vez más.",40
"Damos gracias todo el Equipo del Tecnológico de Monterrey Campus Santa Fe por la atencion y el servicio de un hotel muy bonito y muy comodo,  Recomendamos ampliamente a este hotel, el cual consideraremos para la siguiente ocasion que visitemos Monterrey.",50
"Es un hotel nuevo localizado al lado de la avenida Constitución que conecta con varias ciudades en Monterrey, su diseño minimalista y buena calidad de su mobiliario da comfort, el servicio y atención de su gente es de primera, cuenta con un restaurant en el piso 16 que ofrece una excelente vista.",50
"Una excelente opción para conocer el centro de monterrey, así como la macroplaza y varios museos caminando...!! Además el hotel cuenta con excelentes habitaciones y unas vistas de la ciudad muy buenas...!!",50
"Hotel muy moderno, habitaciones bien disenadas, grandes, hotel bien ubicado. Un poco de ruido por la carretera abajo pero no mucho. Un centro comercial al lado a caso que se necesite cenar o comprar algo.  Personal joven y amable,   restaurante con bonita vista y buen bufet de desayuno",40
me agrada todo lo quen hay en este alojamiento desde el recibimiento al llegar al estacionamiento y todo el trato amable de todo el personal. los alimentos del restaurante muy agradables ademas  de existir la opcion de acudir a otros restaurantes dentro del pabellon m.,40
"ENGLISH: VERY BAD ROOM SERVICE. THE PERSON WHO TAKES THE CALL OR THE RESTAURANT DOES NOT CARE ONE SECOND. YOU CAN REPEAT IT 3 TIMES TO MAKE SURE. IT WON'T COME CORRECTLY. BESIDES HORRIBLE NOISES AT MIDNGHT LIKE THEY WERE DOING SOME HEAVY REPAIR...UNACCEPTABLE! ESPAÑOL: en 2 x, siempre cosas que faltan, luego comes frío. Mejor ir a cenar/comer a fuera. No sé quien hace muy mal su trabajo. La persorna del teléfono o en la cocina. Hoy por la onda x faltaban 4 cosas que pedi específicamente: SAL, pan (por la sopa), aceite de oliva y salsas por la comida. Como le repeti 3 x, mejor vayense en el restaurante. Durante la noche, ademas se pusieron a hacer un ruido, trabajando con maquinas haciendo un ruido insoportable. PESIMO SERVICIO!",20
"Habitaciones limpias , camas confortables. Servicio a la habitación es regular sin embargo el restaurant del piso 16 es excelente para desayunar.  Los restaurantes del Pabellón M también muy bien y tiendas para hacer shopping de manera muy segura",40
"Buen día.   En lo personal está vicita al hotel fiesta americana Pabellon M fue la peor, en la regadera casi no salía agua, el baño tenía mal olor la alfombra estaba sucia, y luego la cama estaba llena de migajas. Mi esposa y yo tuvimos que sacudir la cama para podernos acostar es increíble como un hotel como este este este no esté teniendo la precaucion con este tipo de detalles, frecuente mente me piden sugerencias de hoteles en Monterrey y siempre los e recomendado y créanme que ya no.  Esta fue mi tercera visita a este hotel y sin duda fue la peor de todas, y no volvería a hospedarme, tienen que tener mucho cuidado con estas situaciones nada que ver con su servicios de hace 1 año la calidad de hotel va en caída solo espero que lo que me sucedió a mi sea un caso aislado y no…",20
"La estancia en el Fiesta Americana Monterrey Pabellón M fue excelente, tienen muy buen servicio y la comida, sobre todo en el servicio a habitación, con muy buena presentación y sabor. La habitación confortable.",50
"Para el objetivo de mi visita está bien ubicado, cómodo, muy limpio y a un precio razonable.  No hay mucho más que decir, ya que no cuenta con restaurante, por lo que a parte del alojamiento no tengo mayores comentarios",40
"Un hotel muy bonito, en el centro de Monterrey. Desafortunadamente mal aislado acusticamente, uno puede escuchar las conversaciones de los cuartos vecinos, por no decir mas. Aparte la vista, desde cualquier parte deja mucho que desear.",30
"Las habitaciones son muy amplias y la vista de la ciudad es increíble., me gusta mucho la ubicación ya que es en el centro de la ciudad y es un hotel de primera calidad, dentro de una plaza comercial., centro de convenciones y sala de conciertos",50
"Un gran lugar para hospedarse, el hotel es nuevo, el personal muy amable. Céntrico y cómodo.  El proceso de check in y check out fue muy ágil. Olvidé mi cepillo de dientes y me brindaron un kit dental.",50
"Excelente servicio, habitacion muy limpia y comoda. Fantastica ubicacion. Precio muy accesible, cuenta con excelentes camas y hermosa vista, el edificio nos encanto, la terraza y el gimnasio tambien excelentes.",50
"El hotel esta muy centrico y el servicio es excelente. La plaza donde se encuentra tiene varias opciones para cenar fuera del hotel si se te antoja, aunque la comida del restaurante del hotel es muy buena. La vista desde el bar y el restaurante son increibles por la noche.",40
"Mi segunda vez en hospedarme en este hotel, la primera excelente en todos los sentidos y esta ultima batallamos ya que la calefacción solo funcionaba en frío despues de tres horas y de varias llamadas para que revisaran este detalle al fin llego personal de mantenimiento el cual lo arreglaron en ese momento y despues siguio igual, en cuanto al baño estaba algo tapado en el resumidero de la regadera algo incomodo. las ventanas que dan al exterior sucias.",30
"Bonita vista, bonita habitacion.  El hotel es de reciente construccion y buen diseño.   La unica sugerencia es que Deben mejorar la utilizacion del ascensor, pues casi siempre hay congestion en la mañana.",50
"Hotel ""nuevo"" en Pabellón M, clásico de Fiesta Americana, las habitaciones totalmente confortables, los amenities de baño muy al estilo de Fiesta Americana de Pineda Covalin, la atención en recepción muy buena salvo de Linda, creo que piensa que nos hace un favor con estar en la recepción, el concierge Alfredo una fina persona se encargó de muchos detalles de mi viaje de trabajo, el botonnes Jose igual fina persona y con gran actitud de servicio, me hizo varias recomendaciones de la ciudad y todas excelentes, tengo que comentar que se ve que está nuevo el hotel, las alfombras aún están un poco sueltas, pero creo que las van a arreglar, tuve que ir al centro de negocios y no había nadie, tuve que imprimir 3 hojas y sin problema, sin duda alguna regresaría o ocuparía mas esta…",50
"Asistí a un foro. Todo estuvo bien coordinado y buen atención. Los bufetes buenos y el personal amable. Las habitaciones limpias y confortable. Las almohadas muy buenas, Las toallas excelentes. Los detalles de baño excelentes y útiles",50
"La ubicación del hotel es privilegiada, estuve hospedado con mi esposa, en el 7° piso, la vista espectacular, la habitación amplia, la cama confortable, y mini bar muy completo, sin salir para nada del Pabellón M,  tienes acceso al centro comercial Liverpool, y a una amplia variedad de restaurantes para diferentes presupuestos, por la noche tomamos unas bebidas en la agradable terraza del bar del hotel ubicada en el piso 16, sobra decir que tiene una vista impresionante desde cualquier punto, por la mañana disfrutamos del riquísimo bufete del restaurante, el cual tiene amplia variedad de platillos y atendido por personal que otorga un servicio excelente",50
"Céntrico, rápido desplazamiento dentro de la ciudad y sus municipios aledaños, ubicado en la zona centro de la ciudad y dentro de un conjunto comercial con todos los servicios, además está a un costado de la vía rápida para trasladarse al aeropuerto.",40
"Un hotel espectacular en el cual nos hospedamos para asistir a un concierto en el auditorio ""Pabellón M"" el cual se encuentra a la distancia ideal del hotel. La amabilidad del personal es notable, así como la calidad de habitaciones y de servicio de restaurante.",40
"EN realidad mi pareja y yo reservamos para celebrar nuestro aniversario. en  todo momento nos sentimos acogidos  y super relajados en el hotel, muy amables y la habitacion  super comoda y limpia en la recepción y valet parking todo muy rapido",50
"muy buena atencion del personal del hotel, las instalaciones son muy comodas, esteticas y funcionales al igual que el mobiliario. la ubicacion es excelente. aprovechamos ese fin de semana para relajarnos y disfrutar en pareja ademas de asistir a un concierto en el mismo coplejo.",50
"me gusto el concepto del hotel en la ciudad, las instalaciones son muy limpias y el trato del personal es bueno. los meseros son muy cordiales y generosos. tanto el check in y el check out fueron rapidos y sin problemas",40
"Fiesta Americana vuelve a interesarme como opción, aun que tienen hoteles muy viejos en algunas ciudades el de Pabellon M es excelente. El bar tiene una vista impresionante por la noche. Para juntas de negocios es un lugar ideal.",50
"El hotel cuenta con excelentes instalaciones, inclusive cuenta con una pequeña piscina muy agradable, que invita a relajarse y pasar;la bien.  La ubicacion dentro del Pabellon M resulta perfecta para planear la asistencia a los eventos que ocurran no solo dentro de las instalaciones del Pabellon, pero inclusive alrededor del centro de Monterrey.",50
"Es uno de mis hoteles preferidos en México.Siempre que viajo y puedo quedarme en un fiesta Americana les doy la preferencia porque he tenido experiencias muy gratas en estos hoteles. En general son hoteles cómodos, cuentan con personal muy bien calificado y la mayoría de las veces me gustó mucho la comida. Recomendable.",40
"Hotel con muy buen servicio, practicamente esta todo nuevo, un lugar para asistir a un buen concierto , cenar y posteriormente relajarse. Excelente ubicación avenidas principales , museos y lugares turísticos",50
"Ya van varia veces que del trabajo me asignan hospedarme en este hotel y cada vez es peor. Ahora, nadie vino a limpiar mi habitación en todo el día. Al llamar a recepción para quejarme, intentan exculparse al preguntarme si no puse el anuncio de no molestar. Obviamente no había puesto nada, pero aún así ni se disculparon y tardaron casi una hora en mandar a alguien. No recomiendo pagar tanto por un servicio tan pobre. Ah y para colmo, me pusieron en una habitación junto a las calderas de la alberca que toda la noche estuvieron prendidas sin dejar de hacer ruido. Obviamente no me cobraron menos ni por la falta de limpieza ni por el ruido.",30
"no fue nada comodo, los problemas no los resuelven con prontitud, no ayudad al viajero......mil cosas mas me parecio un detalle muy feo que pidas en la recepcion un plano de la ciudad y no tengan , que se estropee el ascensor y te hagan subir por unas escaleras mientras alguien con un movil te alumbra, esto duro mas de 2 dias.....un cafe y un zumo 12 euros, el frigo de la habitacion prohibitivo por los precios.....",10
Un hotel de 17 pisos y no Servia el elevador. Te dejan registrarte y te avisan del problema ya que lo hiciste e incluso ya que se hizo el cargo a la tarjeta (ese fue mi caso).  A manera de disculpas te ofrecen un desayuno gratis en el piso 17 que mas bien parece una burla.  La gente hacia lo que se podia la gerencia mas que pesima,10
"Mejoren sus instalaciones que aunque son muy modernas, su personal no los ayuda, ya que uno de los recepcionistas no fue muy amable y la recamarera no cumplia comletamente sus deberes, ya que no puso kleanex, y no sustitullo el papel de baño, asi como la regadera tiraba agua hacia la habitacion y teniamos que poner las toallas para evitar que corriera el agua a la alfombra",30
"Las instalaciones muy modernas y de vanguardia, esta muy cerca de la macro plaza, es una excelente ubicación. solo el restaurante le falta un poco mas de variedad en su buffet de desayunos y mejorar un solo un poco su sabor.",40
"Tiene muy buena ubicacion y servicio, pero no querras estar en el piso 15 si el elevador se averia ya que te obligaran a subir y bajar por las escaleras de servicio por lo menos 2 dias y sin ningun tipo de compesacion.",30
"El pabellon tiene grand oferta de servicios y restaurantes, ubicado en el centro de Monterrey, instalaciones adecuadas a la cadena.Recuerden utilizar solamente el servicio de Valet parking si llevan coche, porque si te estacionas en con pabellon M tendras que pagar mas.",40
"Una excelente opción si buscas un buen descanso y una excelente vista de la ciudad de monterrey.  La limpieza en los cuartos y la excelente elaboración de sus alimentos, sin duda regresaría.       lmknklklkl",50
Hospedarnos alli nos encanta las habitaciones estan Hermosas el Restauran muy rico el bar me encanta x sus vistas espectaculares en la noche la ubicacion es perfecta y unido a tantos restauran que ya no hay que salir para nada  SUPER RECOMENDADO,50
"hotel estupendo, céntrico con habitaciones comodas, amplias, limpia y tranquilas, con atención del personal excelente, con comida y bebidas muy buenas, con acceso a estar cerca del centro con una plaza comercial grande y bonita y un lugar para eventos grande",50
"Muy buena atención, el diseño del desague de la regadera no muy funcional. Con los alimentos y la calidad de los servicios, asi como la atención del personal de primera. Cuando vas de negocios te dan todas las facilidades para poder hacer tu trabajo.",40
"Hotel muy comodo, bien ubicado y con excelente vista. Atención muy buena. Limpio, bonito, cómodo. Check in y check out ágiles y sencillos. Calidad en los alimentos. Con estacionamiento y servicios muy cercanos. Restaurantes, tiendas, auditorio, etc.",40
He visitado el hotel mínimo en tres ocasiones este año. El Valet Parking Siempre es un problema. Y ahora también en recepción por el tema de los botones. Por lo demás como siempre de buena calidad. Saludos.,30
"La habitación perfecta y la vista también, pero el hotel en general no me encantó. El restaurante y bar están en un piso 16 y está muy solo. Para llegar al lobby tienes que cruzar el centro comercial y si llegas cansado como que no es lo mas placentero. El hotel está dentro de un centro comercial y forzosamente tienes que dejar el auto en Valet Parking, de lo contrario tendrás que caminar. La plaza está muy bonita y también tienes el auditorio. Seguramente lo que mas convendría es hospedarse ahí cuando vayas a un concierto. Ya probé, pero no creo volverme a hospedar ahí para cuestiones de trabajo.",40
"Excelente habitaciones - amplias, impecables y modernas. El equipo de recepción es excepcionales - eficiente, profesional y amable. Fue mi primera experiencia y realmente disfrute el excelente servicio que me brindaron, la cálida bienvenida que recibí y las despedida originales, sonrientes a la salida. Superan mis expectativas - gracias a todos!",50
"La ubicación del hotel esta en una posición geográfica muy buena, el complejo donde se encuentra esta perfecto, hay lugares de comida para todo tipo de persona, como lo mencione esta muy cercano a todo, fundidora, macro plaza, plaza san agustín, etc.",40
"Excelente ubicación, vista, decoración, trato al cliente, camas....todo perfecto. Recomiendo este hotel para ir a Monterrey, ya sea de negocios, pareja, familia, amigos o solitario. Solicitar habitaciones que tengan la mejor vista porque vale la pena en la noche tenerla. Es un excelente hotel, sin ruido y descansas perfecto.",50
"Establecimiento con excelente ubicación, instalaciones completamente funcionales, calidad y calidez en el trato del personal. Los alimentos de muy buena calidad y el sabor excelente. La atención del personal (bell boy) excelente y con una actitud alegre, muy agradable. Todo muy bien, pasamos un par de días muy agradables.",50
"El hotel me parece una excelente opción en Monterrey.  Las habitaciones son amplias, cómodas, modernas y excelentes para descansar con cortinas de blackout.   Pedí room service y el servicio fue muy rápido, sumamente amable y el desayuno delicioso, aunque un poco caro.",50
"El hotel se encuentra ubicado en zona céntrica y con fácil acceso con respecto a otros hoteles de la misma categoría, la estancia es magnífica, las instalaciones están impecables y el personal está capacitado en atención y amabilidad",50
"Muy buena atención, personal muy amable y unas instalaciones modernas muy bonitas. El bar del hotel ubicado en el piso 16 tiene una vista privilegiada y varios ambientes para disfrutar de acuerdo con el motivo del viaje.",50
"Es un excelente hotel, sus instalaciones son muy bonitas tienen muy buena vista de la ciudad y el personal es muy amable! En General tuvimos una buena experiencia en este hotel. El trato del concierge fue muy bueno.",50
"El hotel está bien ubicado, las habitaciones son cómodas y limpias. Respecto a los servicios tiene un buen gimnasio, el restautrant tiene un buen servicio y la calidad de los alimentos es buena, el SPA tiene un. buen servicio pero sus instalaciones dejan mucho que desear. En general el hotel es muy agradable a excepción de la recepción que es incómoda y está mal diseñada. tiene un buen servicio y la calidad de sus alimentos es buena.",40
"Esta es quizá la cuarta vez que me hospedo en este hotel. Desde su apertura a la fecha continúa siendo uno de mis favoritos. Su ubicación céntrica es ideal para mi, ya que desde ahí puedo ir caminando a los mejores museos de la ciudad.   Por otro lado, me gusta que tenga un centro comercial abajo. Es sumamente conveniente tener a la mano una decena de opciones para comer, un starbucks, una heladería y hasta un salón de belleza.   El servicio del hotel es bueno. Sus cuartos son espaciosos y están bien decorados. Las camas y sus almohadas son buenas! Y por si fuera poco tienen buen gimnasio, y área de alberca con camastros y todo.   Lo único que no salió tan bien fue el masaje. Esta vez mi esposo y yo pedimos un masaje y la masajista está lejos de serlo. Las cabinas están bien…",50
"Centrico...limpio..moderno y muy buen servicio al cliente ! Las habitaciones son muy amplias y nuevas tienes acceso al Pavellon donde hay diferentes tipos de restaurants,tiendas y conciertos .puedes ir caminando a la macroplaza y al barrio antiguo.",50
"Al llegar, el personal de valet parking estaba distraido, tardaron en tomar nuestro coche y darnos nuestro ticket.  Tuvimos que pedir que alguien viniera por nuestras maletas, cuya persona se quejo haciendo un comentario molesto (""estan muy pesadas o que?"" en tono desagradable).  En lobby fueron muy amables  pedi cambio de habitacion por una con mejor vista, lo cual fue efectuado sin problema alguno. habitaciones estan muy comodas.  habia gente fumando en el area de la alberca, toallas apiladas en camastros de gente que ya se habia retirado.  Las cabinas de SPA son pequeñas y no aisla el ruido exterior de niños gritando en alberca.   la ubicacion del hotel excelente,   el checkout bastante rapido",40
"Check-in/out rapidísimo.  Excelentes almohadas! Las instalaciones son de primer nivel y el personal atiende bien.  Lo único que pondría de mejora es la comida, si bien no es mala, no es para nada algo memorable.",40
